rna_idx,drug_idx,rna_name,drug_name,label,split
0,0,ANRIL,Cisplatin,1,train
0,9,ANRIL,Fluorouracil,1,train
0,10,ANRIL,Paclitaxel,1,train
0,11,ANRIL,Propofol,1,train
1,7,BCAR4,Tamoxifen,1,train
1,12,BCAR4,Antioestrogens,1,train
3,0,CCAT1,Cisplatin,1,train
3,10,CCAT1,Paclitaxel,1,train
3,16,CCAT1,Docetaxel,1,train
4,0,CRNDE,Cisplatin,1,train
4,9,CRNDE,Fluorouracil,1,train
4,17,CRNDE,Adriamycin,1,train
5,0,CUDR,Cisplatin,1,train
5,9,CUDR,Fluorouracil,1,train
7,9,GIHCG,Fluorouracil,1,train
7,13,GIHCG,Oxaliplatin,1,train
8,0,H19,Cisplatin,1,train
8,5,H19,Doxorubicin,1,train
8,8,H19,Trastuzumab,1,train
8,10,H19,Paclitaxel,1,train
8,13,H19,Oxaliplatin,1,train
8,18,H19,Vincristine,1,train
8,19,H19,Etoposide,1,train
8,25,H19,"1,25(OH)2D3",1,train
8,26,H19,Bortezomib,1,train
8,27,H19,Methotrexate,1,train
8,28,H19,Pirarubicin,1,train
8,29,H19,Verapamil,1,train
8,30,H19,epirubicin,1,train
9,0,HOTAIR,Cisplatin,1,train
9,1,HOTAIR,Gemcitabine,1,train
9,5,HOTAIR,Doxorubicin,1,train
9,7,HOTAIR,Tamoxifen,1,train
9,14,HOTAIR,Carboplatin,1,train
9,17,HOTAIR,Adriamycin,1,train
9,19,HOTAIR,Etoposide,1,train
9,31,HOTAIR,Chemotherapy,1,train
9,32,HOTAIR,TRAIL therapy,1,train
11,5,LINP1,Doxorubicin,1,train
11,9,LINP1,Fluorouracil,1,train
12,0,LOC285194,Cisplatin,1,train
12,9,LOC285194,Fluorouracil,1,train
13,0,LUCAT1,Cisplatin,1,train
13,27,LUCAT1,Methotrexate,1,train
14,5,Lnc-VLDLR,Doxorubicin,1,train
14,34,Lnc-VLDLR,Sorafenib,1,train
15,9,MACC1-AS1,Fluorouracil,1,train
15,13,MACC1-AS1,Oxaliplatin,1,train
16,0,MALAT1,Cisplatin,1,train
16,9,MALAT1,Fluorouracil,1,train
16,10,MALAT1,Paclitaxel,1,train
16,17,MALAT1,Adriamycin,1,train
16,37,MALAT1,Temozolomide,1,train
17,0,MEG3,Cisplatin,1,train
17,1,MEG3,Gemcitabine,1,train
18,5,MRUL,Doxorubicin,1,train
18,18,MRUL,Vincristine,1,train
19,0,NEAT1,Cisplatin,1,train
19,10,NEAT1,Paclitaxel,1,train
19,18,NEAT1,Vincristine,1,train
20,0,PVT1,Cisplatin,1,train
20,1,PVT1,Gemcitabine,1,train
20,5,PVT1,Doxorubicin,1,train
20,9,PVT1,Fluorouracil,1,train
20,10,PVT1,Paclitaxel,1,train
21,40,ROR1-AS1,Dexamethasone,1,train
22,5,SLC25A25-AS1,Doxorubicin,1,train
22,9,SLC25A25-AS1,Fluorouracil,1,train
23,0,SNHG5,Cisplatin,1,train
25,0,UCA1,Cisplatin,1,train
25,1,UCA1,Gemcitabine,1,train
25,7,UCA1,Tamoxifen,1,train
25,9,UCA1,Fluorouracil,1,train
25,10,UCA1,Paclitaxel,1,train
25,17,UCA1,Adriamycin,1,train
25,22,UCA1,Rapamycin,1,train
25,38,UCA1,Cetuximab,1,train
25,43,UCA1,Curcumin,1,train
26,0,XIST,Cisplatin,1,train
26,5,XIST,Doxorubicin,1,train
26,44,XIST,PCI-24781,1,train
27,0,XLOC_006753,Cisplatin,1,train
27,9,XLOC_006753,Fluorouracil,1,train
28,5,linc-VLDLR,Doxorubicin,1,train
28,17,linc-VLDLR,Adriamycin,1,train
28,34,linc-VLDLR,Sorafenib,1,train
28,45,linc-VLDLR,Camptothecin,1,train
31,10,hsa-1274A,Paclitaxel,1,train
31,48,hsa-1274A,Epirubicin,1,train
32,0,let-7a,Cisplatin,1,train
32,1,let-7a,Gemcitabine,1,train
32,5,let-7a,Doxorubicin,1,train
32,10,let-7a,Paclitaxel,1,train
32,13,let-7a,Oxaliplatin,1,train
32,47,let-7a,Interferon-gamma,1,train
32,49,let-7a,Capecitabine,1,train
32,50,let-7a,PLX4720,1,train
32,51,let-7a,platinum-based doublet chemotherapy ,1,train
33,0,let-7b,Cisplatin,1,train
33,50,let-7b,PLX4720,1,train
33,51,let-7b,platinum-based doublet chemotherapy ,1,train
33,52,let-7b,5-Fluorouracil,1,train
34,0,let-7c,Cisplatin,1,train
34,5,let-7c,Doxorubicin,1,train
34,18,let-7c,Vincristine,1,train
34,50,let-7c,PLX4720,1,train
34,52,let-7c,5-Fluorouracil,1,train
34,53,let-7c,Daunorubicin,1,train
34,55,let-7c,Prednisolone,1,train
35,0,let-7d,Cisplatin,1,train
35,1,let-7d,Gemcitabine,1,train
35,52,let-7d,5-Fluorouracil,1,train
36,0,let-7e,Cisplatin,1,train
36,5,let-7e,Doxorubicin,1,train
36,13,let-7e,Oxaliplatin,1,train
36,50,let-7e,PLX4720,1,train
36,52,let-7e,5-Fluorouracil,1,train
37,0,let-7f,Cisplatin,1,train
37,5,let-7f,Doxorubicin,1,train
38,1,let-7f-1*,Gemcitabine,1,train
38,38,let-7f-1*,Cetuximab,1,train
38,52,let-7f-1*,5-Fluorouracil,1,train
40,0,let-7i,Cisplatin,1,train
40,1,let-7i,Gemcitabine,1,train
40,5,let-7i,Doxorubicin,1,train
40,52,let-7i,5-Fluorouracil,1,train
40,57,let-7i,FOLFOX Chemotherapy,1,train
41,13,miR-1,Oxaliplatin,1,train
41,17,miR-1,Adriamycin,1,train
41,18,miR-1,Vincristine,1,train
41,51,miR-1,platinum-based doublet chemotherapy ,1,train
42,0,miR-100,Cisplatin,1,train
42,1,miR-100,Gemcitabine,1,train
42,5,miR-100,Doxorubicin,1,train
42,10,miR-100,Paclitaxel,1,train
42,16,miR-100,Docetaxel,1,train
42,18,miR-100,Vincristine,1,train
42,19,miR-100,Etoposide,1,train
42,32,miR-100,TRAIL therapy,1,train
42,34,miR-100,Sorafenib,1,train
42,50,miR-100,PLX4720,1,train
42,53,miR-100,Daunorubicin,1,train
42,55,miR-100,Prednisolone,1,train
42,59,miR-100,Vemurafenib,1,train
43,0,miR-100-5p,Cisplatin,1,train
43,60,miR-100-5p,Crizotinib,1,train
43,61,miR-100-5p,Lorlatinib,1,train
44,0,miR-101,Cisplatin,1,train
44,5,miR-101,Doxorubicin,1,train
44,16,miR-101,Docetaxel,1,train
44,18,miR-101,Vincristine,1,train
44,23,miR-101,Sirolimus,1,train
44,57,miR-101,FOLFOX Chemotherapy,1,train
45,7,miR-103,Tamoxifen,1,train
45,13,miR-103,Oxaliplatin,1,train
45,17,miR-103,Adriamycin,1,train
45,52,miR-103,5-Fluorouracil,1,train
46,0,miR-105,Cisplatin,1,train
46,7,miR-105,Tamoxifen,1,train
46,16,miR-105,Docetaxel,1,train
47,0,miR-106a,Cisplatin,1,train
47,1,miR-106a,Gemcitabine,1,train
47,5,miR-106a,Doxorubicin,1,train
47,9,miR-106a,Fluorouracil,1,train
47,10,miR-106a,Paclitaxel,1,train
47,13,miR-106a,Oxaliplatin,1,train
47,17,miR-106a,Adriamycin,1,train
47,18,miR-106a,Vincristine,1,train
47,52,miR-106a,5-Fluorouracil,1,train
47,57,miR-106a,FOLFOX Chemotherapy,1,train
48,0,miR-106b,Cisplatin,1,train
48,5,miR-106b,Doxorubicin,1,train
48,10,miR-106b,Paclitaxel,1,train
48,34,miR-106b,Sorafenib,1,train
48,52,miR-106b,5-Fluorouracil,1,train
50,10,miR-106~25,Paclitaxel,1,train
50,19,miR-106~25,Etoposide,1,train
50,62,miR-106~25,Colchicine,1,train
50,63,miR-106~25,Cyclosporin A,1,train
51,7,miR-107,Tamoxifen,1,train
51,13,miR-107,Oxaliplatin,1,train
51,52,miR-107,5-Fluorouracil,1,train
51,57,miR-107,FOLFOX Chemotherapy,1,train
52,0,miR-10a,Cisplatin,1,train
52,1,miR-10a,Gemcitabine,1,train
52,5,miR-10a,Doxorubicin,1,train
52,37,miR-10a,Temozolomide,1,train
52,57,miR-10a,FOLFOX Chemotherapy,1,train
53,0,miR-10a ,Cisplatin,1,train
53,64,miR-10a ,Vinorelbine,1,train
54,5,miR-10a*,Doxorubicin,1,train
54,13,miR-10a*,Oxaliplatin,1,train
57,1,miR-1202,Gemcitabine,1,train
57,13,miR-1202,Oxaliplatin,1,train
57,26,miR-1202,Bortezomib,1,train
57,52,miR-1202,5-Fluorouracil,1,train
58,13,miR-1207,Oxaliplatin,1,train
58,18,miR-1207,Vincristine,1,train
58,26,miR-1207,Bortezomib,1,train
59,5,miR-122,Doxorubicin,1,train
59,9,miR-122,Fluorouracil,1,train
59,13,miR-122,Oxaliplatin,1,train
59,26,miR-122,Bortezomib,1,train
59,34,miR-122,Sorafenib,1,train
59,52,miR-122,5-Fluorouracil,1,train
59,57,miR-122,FOLFOX Chemotherapy,1,train
61,1,miR-1228,Gemcitabine,1,train
61,52,miR-1228,5-Fluorouracil,1,train
62,0,miR-1228*,Cisplatin,1,train
62,1,miR-1228*,Gemcitabine,1,train
62,5,miR-1228*,Doxorubicin,1,train
62,52,miR-1228*,5-Fluorouracil,1,train
64,5,miR-1233,Doxorubicin,1,train
64,31,miR-1233,Chemotherapy,1,train
65,1,miR-1234,Gemcitabine,1,train
65,5,miR-1234,Doxorubicin,1,train
65,52,miR-1234,5-Fluorouracil,1,train
66,1,miR-1236,Gemcitabine,1,train
66,5,miR-1236,Doxorubicin,1,train
66,13,miR-1236,Oxaliplatin,1,train
66,18,miR-1236,Vincristine,1,train
66,52,miR-1236,5-Fluorouracil,1,train
67,1,miR-1237,Gemcitabine,1,train
67,52,miR-1237,5-Fluorouracil,1,train
68,5,miR-124,Doxorubicin,1,train
69,0,miR-1246,Cisplatin,1,train
69,1,miR-1246,Gemcitabine,1,train
69,5,miR-1246,Doxorubicin,1,train
69,9,miR-1246,Fluorouracil,1,train
69,10,miR-1246,Paclitaxel,1,train
69,13,miR-1246,Oxaliplatin,1,train
69,16,miR-1246,Docetaxel,1,train
69,18,miR-1246,Vincristine,1,train
69,26,miR-1246,Bortezomib,1,train
69,30,miR-1246,epirubicin,1,train
69,52,miR-1246,5-Fluorouracil,1,train
71,5,miR-1256,Doxorubicin,1,train
71,18,miR-1256,Vincristine,1,train
73,0,miR-125a,Cisplatin,1,train
73,1,miR-125a,Gemcitabine,1,train
73,5,miR-125a,Doxorubicin,1,train
73,7,miR-125a,Tamoxifen,1,train
73,16,miR-125a,Docetaxel,1,train
73,38,miR-125a,Cetuximab,1,train
73,53,miR-125a,Daunorubicin,1,train
74,0,miR-125b,Cisplatin,1,train
74,1,miR-125b,Gemcitabine,1,train
74,5,miR-125b,Doxorubicin,1,train
74,8,miR-125b,Trastuzumab,1,train
74,9,miR-125b,Fluorouracil,1,train
74,10,miR-125b,Paclitaxel,1,train
74,18,miR-125b,Vincristine,1,train
74,19,miR-125b,Etoposide,1,train
74,26,miR-125b,Bortezomib,1,train
74,31,miR-125b,Chemotherapy,1,train
74,32,miR-125b,TRAIL therapy,1,train
74,37,miR-125b,Temozolomide,1,train
74,40,miR-125b,Dexamethasone,1,train
74,48,miR-125b,Epirubicin,1,train
74,52,miR-125b,5-Fluorouracil,1,train
74,53,miR-125b,Daunorubicin,1,train
74,55,miR-125b,Prednisolone,1,train
74,57,miR-125b,FOLFOX Chemotherapy,1,train
74,59,miR-125b,Vemurafenib,1,train
74,67,miR-125b,Cyclophosphamide,1,train
75,5,miR-125b-5p,Doxorubicin,1,train
75,18,miR-125b-5p,Vincristine,1,train
75,26,miR-125b-5p,Bortezomib,1,train
75,67,miR-125b-5p,Cyclophosphamide,1,train
