rna_idx,drug_idx,rna_name,drug_name,label,split
0,9,ANRIL,Fluorouracil,1,train
1,7,BCAR4,Tamoxifen,1,train
1,12,BCAR4,Antioestrogens,1,train
2,13,CASC11,Oxaliplatin,1,train
2,14,CASC11,Carboplatin,1,train
2,15,CASC11,Tetraplatin,1,train
3,16,CCAT1,Docetaxel,1,train
4,9,CRNDE,Fluorouracil,1,train
4,17,CRNDE,Adriamycin,1,train
5,9,CUDR,Fluorouracil,1,train
6,5,GAS5,Doxorubicin,1,train
6,8,GAS5,Trastuzumab,1,train
6,9,GAS5,Fluorouracil,1,train
6,16,GAS5,Docetaxel,1,train
6,20,GAS5,Mitoxantrone,1,train
6,21,GAS5,Nutlin-3a,1,train
6,22,GAS5,Rapamycin,1,train
6,23,GAS5,Sirolimus,1,train
6,24,GAS5,Temsirolimus,1,train
7,9,GIHCG,Fluorouracil,1,train
7,13,GIHCG,Oxaliplatin,1,train
8,5,H19,Doxorubicin,1,train
8,8,H19,Trastuzumab,1,train
8,13,H19,Oxaliplatin,1,train
8,19,H19,Etoposide,1,train
8,25,H19,"1,25(OH)2D3",1,train
8,27,H19,Methotrexate,1,train
8,28,H19,Pirarubicin,1,train
8,29,H19,Verapamil,1,train
8,30,H19,epirubicin,1,train
9,1,HOTAIR,Gemcitabine,1,train
9,5,HOTAIR,Doxorubicin,1,train
9,6,HOTAIR,Gefitinib,1,train
9,7,HOTAIR,Tamoxifen,1,train
9,14,HOTAIR,Carboplatin,1,train
9,17,HOTAIR,Adriamycin,1,train
9,19,HOTAIR,Etoposide,1,train
9,32,HOTAIR,TRAIL therapy,1,train
10,9,HULC,Fluorouracil,1,train
10,13,HULC,Oxaliplatin,1,train
10,28,HULC,Pirarubicin,1,train
11,5,LINP1,Doxorubicin,1,train
11,9,LINP1,Fluorouracil,1,train
12,9,LOC285194,Fluorouracil,1,train
13,27,LUCAT1,Methotrexate,1,train
14,5,Lnc-VLDLR,Doxorubicin,1,train
14,34,Lnc-VLDLR,Sorafenib,1,train
15,9,MACC1-AS1,Fluorouracil,1,train
15,13,MACC1-AS1,Oxaliplatin,1,train
16,6,MALAT1,Gefitinib,1,train
16,9,MALAT1,Fluorouracil,1,train
16,17,MALAT1,Adriamycin,1,train
16,37,MALAT1,Temozolomide,1,train
17,1,MEG3,Gemcitabine,1,train
18,5,MRUL,Doxorubicin,1,train
19,39,NEAT1,Taxol,1,train
20,1,PVT1,Gemcitabine,1,train
20,5,PVT1,Doxorubicin,1,train
20,9,PVT1,Fluorouracil,1,train
21,41,ROR1-AS1,Ibrutinib,1,train
22,5,SLC25A25-AS1,Doxorubicin,1,train
22,9,SLC25A25-AS1,Fluorouracil,1,train
23,3,SNHG5,Imatinib,1,train
24,1,TUG1,Gemcitabine,1,train
24,17,TUG1,Adriamycin,1,train
25,1,UCA1,Gemcitabine,1,train
25,3,UCA1,Imatinib,1,train
25,7,UCA1,Tamoxifen,1,train
25,9,UCA1,Fluorouracil,1,train
25,17,UCA1,Adriamycin,1,train
25,22,UCA1,Rapamycin,1,train
25,38,UCA1,Cetuximab,1,train
25,43,UCA1,Curcumin,1,train
26,5,XIST,Doxorubicin,1,train
27,9,XLOC_006753,Fluorouracil,1,train
28,5,linc-VLDLR,Doxorubicin,1,train
28,17,linc-VLDLR,Adriamycin,1,train
28,34,linc-VLDLR,Sorafenib,1,train
29,39,Let-7,Taxol,1,train
29,46,Let-7,Vinblastine,1,train
30,5,Let-7a,Doxorubicin,1,train
30,9,Let-7a,Fluorouracil,1,train
30,30,Let-7a,epirubicin,1,train
31,48,hsa-1274A,Epirubicin,1,train
32,1,let-7a,Gemcitabine,1,train
32,3,let-7a,Imatinib,1,train
32,5,let-7a,Doxorubicin,1,train
32,13,let-7a,Oxaliplatin,1,train
32,49,let-7a,Capecitabine,1,train
32,50,let-7a,PLX4720,1,train
32,51,let-7a,platinum-based doublet chemotherapy ,1,train
33,6,let-7b,Gefitinib,1,train
33,50,let-7b,PLX4720,1,train
33,51,let-7b,platinum-based doublet chemotherapy ,1,train
33,52,let-7b,5-Fluorouracil,1,train
34,5,let-7c,Doxorubicin,1,train
34,50,let-7c,PLX4720,1,train
34,52,let-7c,5-Fluorouracil,1,train
34,53,let-7c,Daunorubicin,1,train
34,54,let-7c,L-asparaginase,1,train
35,1,let-7d,Gemcitabine,1,train
35,3,let-7d,Imatinib,1,train
35,52,let-7d,5-Fluorouracil,1,train
36,3,let-7e,Imatinib,1,train
36,5,let-7e,Doxorubicin,1,train
36,13,let-7e,Oxaliplatin,1,train
36,50,let-7e,PLX4720,1,train
36,52,let-7e,5-Fluorouracil,1,train
37,3,let-7f,Imatinib,1,train
37,5,let-7f,Doxorubicin,1,train
38,1,let-7f-1*,Gemcitabine,1,train
38,38,let-7f-1*,Cetuximab,1,train
38,52,let-7f-1*,5-Fluorouracil,1,train
39,5,let-7g,Doxorubicin,1,train
39,52,let-7g,5-Fluorouracil,1,train
39,56,let-7g,10-Hydroxycamptothecin,1,train
39,57,let-7g,FOLFOX Chemotherapy,1,train
40,1,let-7i,Gemcitabine,1,train
40,3,let-7i,Imatinib,1,train
40,5,let-7i,Doxorubicin,1,train
40,52,let-7i,5-Fluorouracil,1,train
40,57,let-7i,FOLFOX Chemotherapy,1,train
41,13,miR-1,Oxaliplatin,1,train
41,17,miR-1,Adriamycin,1,train
41,51,miR-1,platinum-based doublet chemotherapy ,1,train
41,58,miR-1,Fluoropyrimidine,1,train
42,1,miR-100,Gemcitabine,1,train
42,5,miR-100,Doxorubicin,1,train
42,16,miR-100,Docetaxel,1,train
42,19,miR-100,Etoposide,1,train
42,32,miR-100,TRAIL therapy,1,train
42,34,miR-100,Sorafenib,1,train
42,50,miR-100,PLX4720,1,train
42,53,miR-100,Daunorubicin,1,train
42,54,miR-100,L-asparaginase,1,train
42,59,miR-100,Vemurafenib,1,train
43,60,miR-100-5p,Crizotinib,1,train
43,61,miR-100-5p,Lorlatinib,1,train
44,5,miR-101,Doxorubicin,1,train
44,16,miR-101,Docetaxel,1,train
44,23,miR-101,Sirolimus,1,train
44,57,miR-101,FOLFOX Chemotherapy,1,train
45,3,miR-103,Imatinib,1,train
45,7,miR-103,Tamoxifen,1,train
45,13,miR-103,Oxaliplatin,1,train
45,17,miR-103,Adriamycin,1,train
45,52,miR-103,5-Fluorouracil,1,train
46,7,miR-105,Tamoxifen,1,train
46,16,miR-105,Docetaxel,1,train
47,1,miR-106a,Gemcitabine,1,train
47,5,miR-106a,Doxorubicin,1,train
47,9,miR-106a,Fluorouracil,1,train
47,13,miR-106a,Oxaliplatin,1,train
47,17,miR-106a,Adriamycin,1,train
47,52,miR-106a,5-Fluorouracil,1,train
47,57,miR-106a,FOLFOX Chemotherapy,1,train
48,5,miR-106b,Doxorubicin,1,train
48,34,miR-106b,Sorafenib,1,train
48,52,miR-106b,5-Fluorouracil,1,train
49,19,miR-106b-25,Etoposide,1,train
49,63,miR-106b-25,Cyclosporin A,1,train
50,19,miR-106~25,Etoposide,1,train
50,63,miR-106~25,Cyclosporin A,1,train
51,3,miR-107,Imatinib,1,train
51,7,miR-107,Tamoxifen,1,train
51,13,miR-107,Oxaliplatin,1,train
51,52,miR-107,5-Fluorouracil,1,train
51,57,miR-107,FOLFOX Chemotherapy,1,train
52,1,miR-10a,Gemcitabine,1,train
52,3,miR-10a,Imatinib,1,train
52,5,miR-10a,Doxorubicin,1,train
52,37,miR-10a,Temozolomide,1,train
52,57,miR-10a,FOLFOX Chemotherapy,1,train
54,5,miR-10a*,Doxorubicin,1,train
54,13,miR-10a*,Oxaliplatin,1,train
55,1,miR-10b,Gemcitabine,1,train
55,6,miR-10b,Gefitinib,1,train
55,7,miR-10b,Tamoxifen,1,train
55,9,miR-10b,Fluorouracil,1,train
55,13,miR-10b,Oxaliplatin,1,train
55,52,miR-10b,5-Fluorouracil,1,train
55,57,miR-10b,FOLFOX Chemotherapy,1,train
56,6,miR-1183,Gefitinib,1,train
56,13,miR-1183,Oxaliplatin,1,train
57,1,miR-1202,Gemcitabine,1,train
57,13,miR-1202,Oxaliplatin,1,train
57,52,miR-1202,5-Fluorouracil,1,train
58,13,miR-1207,Oxaliplatin,1,train
59,5,miR-122,Doxorubicin,1,train
59,9,miR-122,Fluorouracil,1,train
59,13,miR-122,Oxaliplatin,1,train
59,34,miR-122,Sorafenib,1,train
59,52,miR-122,5-Fluorouracil,1,train
59,57,miR-122,FOLFOX Chemotherapy,1,train
60,1,miR-1226,Gemcitabine,1,train
60,52,miR-1226,5-Fluorouracil,1,train
61,1,miR-1228,Gemcitabine,1,train
61,52,miR-1228,5-Fluorouracil,1,train
62,1,miR-1228*,Gemcitabine,1,train
62,5,miR-1228*,Doxorubicin,1,train
62,52,miR-1228*,5-Fluorouracil,1,train
63,9,miR-1229-5p,Fluorouracil,1,train
63,13,miR-1229-5p,Oxaliplatin,1,train
64,5,miR-1233,Doxorubicin,1,train
65,1,miR-1234,Gemcitabine,1,train
65,5,miR-1234,Doxorubicin,1,train
65,52,miR-1234,5-Fluorouracil,1,train
66,1,miR-1236,Gemcitabine,1,train
66,5,miR-1236,Doxorubicin,1,train
66,13,miR-1236,Oxaliplatin,1,train
66,52,miR-1236,5-Fluorouracil,1,train
67,1,miR-1237,Gemcitabine,1,train
67,52,miR-1237,5-Fluorouracil,1,train
68,5,miR-124,Doxorubicin,1,train
68,33,miR-124,Glucocorticoid,1,train
68,66,miR-124,Paroxetine,1,train
69,1,miR-1246,Gemcitabine,1,train
69,5,miR-1246,Doxorubicin,1,train
69,9,miR-1246,Fluorouracil,1,train
69,13,miR-1246,Oxaliplatin,1,train
69,16,miR-1246,Docetaxel,1,train
69,30,miR-1246,epirubicin,1,train
69,52,miR-1246,5-Fluorouracil,1,train
70,1,miR-1247,Gemcitabine,1,train
71,5,miR-1256,Doxorubicin,1,train
72,13,miR-1258,Oxaliplatin,1,train
73,1,miR-125a,Gemcitabine,1,train
73,3,miR-125a,Imatinib,1,train
73,5,miR-125a,Doxorubicin,1,train
73,7,miR-125a,Tamoxifen,1,train
73,16,miR-125a,Docetaxel,1,train
73,38,miR-125a,Cetuximab,1,train
73,53,miR-125a,Daunorubicin,1,train
74,1,miR-125b,Gemcitabine,1,train
74,5,miR-125b,Doxorubicin,1,train
74,6,miR-125b,Gefitinib,1,train
74,8,miR-125b,Trastuzumab,1,train
74,9,miR-125b,Fluorouracil,1,train
74,19,miR-125b,Etoposide,1,train
74,32,miR-125b,TRAIL therapy,1,train
74,37,miR-125b,Temozolomide,1,train
74,48,miR-125b,Epirubicin,1,train
74,52,miR-125b,5-Fluorouracil,1,train
74,53,miR-125b,Daunorubicin,1,train
74,54,miR-125b,L-asparaginase,1,train
74,57,miR-125b,FOLFOX Chemotherapy,1,train
74,59,miR-125b,Vemurafenib,1,train
74,67,miR-125b,Cyclophosphamide,1,train
74,68,miR-125b,Mafosfamide,1,train
74,69,miR-125b,Retinoic Acid,1,train
75,5,miR-125b-5p,Doxorubicin,1,train
75,67,miR-125b-5p,Cyclophosphamide,1,train
76,1,miR-126,Gemcitabine,1,train
76,5,miR-126,Doxorubicin,1,train
76,7,miR-126,Tamoxifen,1,train
76,13,miR-126,Oxaliplatin,1,train
76,53,miR-126,Daunorubicin,1,train
76,54,miR-126,L-asparaginase,1,train
76,56,miR-126,10-Hydroxycamptothecin,1,train
76,71,miR-126,Cytarabine,1,train
77,13,miR-126*,Oxaliplatin,1,train
