rna_idx,drug_idx,label,split
1,7,1,train
1,12,1,train
2,0,1,train
2,13,1,train
2,14,1,train
2,15,1,train
3,0,1,train
3,16,1,train
4,0,1,train
4,17,1,train
5,0,1,train
6,0,1,train
6,5,1,train
6,16,1,train
6,20,1,train
6,23,1,train
6,24,1,train
8,0,1,train
8,5,1,train
8,13,1,train
8,18,1,train
8,19,1,train
8,26,1,train
8,27,1,train
8,28,1,train
8,30,1,train
10,13,1,train
10,28,1,train
12,0,1,train
13,0,1,train
13,27,1,train
14,5,1,train
14,34,1,train
16,0,1,train
16,6,1,train
16,17,1,train
16,36,1,train
16,37,1,train
17,0,1,train
19,0,1,train
19,18,1,train
19,39,1,train
20,0,1,train
20,5,1,train
21,40,1,train
21,41,1,train
24,0,1,train
24,17,1,train
25,0,1,train
25,3,1,train
25,7,1,train
25,17,1,train
25,43,1,train
26,0,1,train
26,5,1,train
26,44,1,train
27,0,1,train
28,5,1,train
28,17,1,train
28,34,1,train
28,45,1,train
29,39,1,train
29,46,1,train
30,5,1,train
30,30,1,train
30,47,1,train
31,48,1,train
32,0,1,train
32,3,1,train
32,5,1,train
32,13,1,train
32,47,1,train
32,49,1,train
32,50,1,train
34,0,1,train
34,5,1,train
34,18,1,train
34,50,1,train
34,52,1,train
34,53,1,train
34,54,1,train
34,55,1,train
35,0,1,train
35,3,1,train
35,52,1,train
36,0,1,train
36,3,1,train
36,5,1,train
36,13,1,train
36,50,1,train
36,52,1,train
37,0,1,train
37,3,1,train
37,5,1,train
38,52,1,train
39,0,1,train
39,5,1,train
39,52,1,train
39,56,1,train
39,57,1,train
40,0,1,train
40,3,1,train
40,5,1,train
40,52,1,train
40,57,1,train
41,13,1,train
41,17,1,train
41,18,1,train
41,58,1,train
43,0,1,train
43,60,1,train
43,61,1,train
44,0,1,train
44,5,1,train
44,16,1,train
44,18,1,train
44,23,1,train
44,57,1,train
45,3,1,train
45,7,1,train
45,13,1,train
45,17,1,train
45,52,1,train
47,0,1,train
47,5,1,train
47,13,1,train
47,17,1,train
47,18,1,train
47,52,1,train
47,57,1,train
48,0,1,train
48,5,1,train
48,34,1,train
48,52,1,train
49,19,1,train
49,62,1,train
49,63,1,train
50,19,1,train
50,62,1,train
50,63,1,train
51,3,1,train
51,7,1,train
51,13,1,train
51,52,1,train
51,57,1,train
52,0,1,train
52,3,1,train
52,5,1,train
52,37,1,train
52,57,1,train
53,0,1,train
55,0,1,train
55,6,1,train
55,7,1,train
55,13,1,train
55,31,1,train
55,52,1,train
55,57,1,train
56,6,1,train
56,13,1,train
57,13,1,train
57,26,1,train
57,52,1,train
58,13,1,train
58,18,1,train
58,26,1,train
59,5,1,train
59,13,1,train
59,26,1,train
59,34,1,train
59,52,1,train
59,57,1,train
60,52,1,train
61,52,1,train
62,0,1,train
62,5,1,train
62,52,1,train
63,13,1,train
64,5,1,train
64,31,1,train
65,5,1,train
65,52,1,train
67,52,1,train
70,18,1,train
71,5,1,train
71,18,1,train
71,65,1,train
72,0,1,train
72,13,1,train
74,0,1,train
74,5,1,train
74,6,1,train
74,18,1,train
74,19,1,train
74,26,1,train
74,31,1,train
74,32,1,train
74,37,1,train
74,40,1,train
74,48,1,train
74,52,1,train
74,53,1,train
74,54,1,train
74,55,1,train
74,57,1,train
74,59,1,train
74,68,1,train
74,69,1,train
76,0,1,train
76,5,1,train
76,7,1,train
76,13,1,train
76,18,1,train
76,53,1,train
76,54,1,train
76,55,1,train
76,56,1,train
76,71,1,train
77,13,1,train
77,18,1,train
77,34,1,train
77,53,1,train
77,54,1,train
77,55,1,train
78,52,1,train
80,13,1,train
81,5,1,train
81,13,1,train
82,52,1,train
85,52,1,train
86,5,1,train
87,0,1,train
87,5,1,train
87,13,1,train
87,19,1,train
87,50,1,train
90,52,1,train
91,52,1,train
94,13,1,train
95,0,1,train
95,13,1,train
95,26,1,train
95,48,1,train
95,52,1,train
96,5,1,train
96,13,1,train
96,50,1,train
97,0,1,train
97,13,1,train
98,0,1,train
98,5,1,train
98,13,1,train
99,13,1,train
99,52,1,train
100,0,1,train
100,39,1,train
100,52,1,train
101,0,1,train
101,5,1,train
101,6,1,train
101,13,1,train
101,34,1,train
101,52,1,train
101,76,1,train
102,0,1,train
103,0,1,train
103,3,1,train
103,17,1,train
103,34,1,train
103,52,1,train
103,75,1,train
104,0,1,train
104,3,1,train
104,5,1,train
104,6,1,train
104,31,1,train
104,37,1,train
104,50,1,train
104,56,1,train
105,0,1,train
105,5,1,train
105,75,1,train
106,0,1,train
106,5,1,train
106,57,1,train
107,6,1,train
109,0,1,train
109,5,1,train
109,6,1,train
109,13,1,train
109,19,1,train
109,34,1,train
110,3,1,train
110,5,1,train
111,0,1,train
111,34,1,train
112,0,1,train
112,5,1,train
112,17,1,train
112,18,1,train
112,39,1,train
113,0,1,train
113,5,1,train
113,6,1,train
113,37,1,train
113,52,1,train
114,5,1,train
114,18,1,train
114,65,1,train
115,5,1,train
115,75,1,train
118,0,1,train
118,5,1,train
118,7,1,train
118,16,1,train
118,52,1,train
118,56,1,train
118,75,1,train
119,5,1,train
120,13,1,train
121,5,1,train
121,57,1,train
121,77,1,train
121,78,1,train
122,3,1,train
122,5,1,train
122,6,1,train
122,79,1,train
123,5,1,train
125,0,1,train
125,75,1,train
126,0,1,train
126,5,1,train
126,6,1,train
126,13,1,train
126,16,1,train
126,18,1,train
126,52,1,train
126,75,1,train
126,79,1,train
127,13,1,train
128,26,1,train
128,52,1,train
129,0,1,train
129,5,1,train
129,14,1,train
129,16,1,train
129,17,1,train
129,18,1,train
129,34,1,train
129,49,1,train
129,50,1,train
129,52,1,train
129,57,1,train
129,83,1,train
129,84,1,train
130,0,1,train
130,3,1,train
130,5,1,train
130,14,1,train
130,16,1,train
130,18,1,train
130,34,1,train
130,84,1,train
131,0,1,train
131,5,1,train
131,14,1,train
131,17,1,train
131,18,1,train
131,27,1,train
131,84,1,train
132,0,1,train
132,5,1,train
132,6,1,train
132,57,1,train
133,0,1,train
133,5,1,train
133,7,1,train
133,18,1,train
133,34,1,train
133,52,1,train
133,57,1,train
133,65,1,train
134,0,1,train
134,5,1,train
134,7,1,train
134,16,1,train
134,17,1,train
134,27,1,train
134,52,1,train
135,0,1,train
135,26,1,train
136,0,1,train
136,3,1,train
136,5,1,train
136,13,1,train
136,19,1,train
136,75,1,train
136,85,1,train
138,0,1,train
138,5,1,train
138,16,1,train
138,31,1,train
139,0,1,train
139,5,1,train
139,13,1,train
140,5,1,train
141,0,1,train
141,5,1,train
141,7,1,train
141,13,1,train
141,18,1,train
141,19,1,train
141,50,1,train
141,52,1,train
141,75,1,train
141,86,1,train
142,0,1,train
142,5,1,train
143,0,1,train
143,3,1,train
143,5,1,train
143,14,1,train
143,16,1,train
143,19,1,train
143,40,1,train
143,52,1,train
143,57,1,train
143,84,1,train
145,0,1,train
145,3,1,train
145,13,1,train
145,32,1,train
145,52,1,train
146,5,1,train
147,0,1,train
147,3,1,train
147,5,1,train
147,13,1,train
147,14,1,train
147,37,1,train
147,40,1,train
147,84,1,train
148,0,1,train
148,5,1,train
148,13,1,train
148,16,1,train
