rna_idx,drug_idx,label,split
0,0,1,train
0,9,1,train
0,10,1,train
0,11,1,train
1,7,1,train
2,0,1,train
2,13,1,train
2,14,1,train
2,15,1,train
4,0,1,train
4,9,1,train
4,17,1,train
6,0,1,train
6,5,1,train
6,8,1,train
6,9,1,train
6,20,1,train
6,21,1,train
6,22,1,train
6,23,1,train
6,24,1,train
7,9,1,train
7,13,1,train
9,0,1,train
9,1,1,train
9,5,1,train
9,6,1,train
9,7,1,train
9,14,1,train
9,17,1,train
9,19,1,train
9,31,1,train
9,32,1,train
10,9,1,train
10,13,1,train
11,5,1,train
11,9,1,train
12,0,1,train
12,9,1,train
13,0,1,train
13,27,1,train
14,5,1,train
15,9,1,train
15,13,1,train
18,5,1,train
18,18,1,train
20,0,1,train
20,1,1,train
20,5,1,train
20,9,1,train
20,10,1,train
21,41,1,train
22,5,1,train
22,9,1,train
23,0,1,train
23,3,1,train
24,0,1,train
24,1,1,train
24,17,1,train
27,0,1,train
27,9,1,train
28,5,1,train
28,17,1,train
29,39,1,train
29,46,1,train
30,5,1,train
30,9,1,train
30,10,1,train
30,30,1,train
32,0,1,train
32,1,1,train
32,3,1,train
32,5,1,train
32,10,1,train
32,13,1,train
32,51,1,train
33,0,1,train
33,6,1,train
33,51,1,train
34,0,1,train
34,5,1,train
34,18,1,train
34,53,1,train
34,54,1,train
34,55,1,train
35,0,1,train
35,1,1,train
35,3,1,train
39,0,1,train
39,5,1,train
39,56,1,train
39,57,1,train
40,0,1,train
40,1,1,train
40,3,1,train
40,5,1,train
40,57,1,train
41,13,1,train
41,17,1,train
41,18,1,train
41,51,1,train
41,58,1,train
42,0,1,train
42,1,1,train
42,5,1,train
42,10,1,train
42,18,1,train
42,19,1,train
42,32,1,train
42,53,1,train
42,54,1,train
42,55,1,train
43,0,1,train
43,60,1,train
43,61,1,train
44,0,1,train
44,5,1,train
44,18,1,train
44,23,1,train
44,57,1,train
46,0,1,train
46,7,1,train
47,0,1,train
47,1,1,train
47,5,1,train
47,9,1,train
47,10,1,train
47,13,1,train
47,17,1,train
47,18,1,train
47,57,1,train
49,10,1,train
49,19,1,train
49,62,1,train
51,3,1,train
51,7,1,train
51,13,1,train
51,57,1,train
52,0,1,train
52,1,1,train
52,3,1,train
52,5,1,train
52,37,1,train
52,57,1,train
53,0,1,train
53,64,1,train
54,5,1,train
54,13,1,train
55,0,1,train
55,1,1,train
55,6,1,train
55,7,1,train
55,9,1,train
55,13,1,train
55,31,1,train
55,57,1,train
